season,date,home,away,market,label,direction,line,actual,won,blended_hit_rate,n_total
2021,2020-12-29,Burnley,Sheffield United,away_corners,Sheffield United corners,OVER,3.5,5.0,True,76.2,29
2021,2020-12-29,Burnley,Sheffield United,home_sot,Burnley shots on target,UNDER,6.5,3.0,True,86.7,29
2021,2020-12-29,Burnley,Sheffield United,away_sot,Sheffield United shots on target,UNDER,6.5,3.0,True,92.8,29
2021,2020-12-29,Burnley,Sheffield United,match_cards,Total match cards,UNDER,4.5,3.0,True,79.8,29
2021,2020-12-29,West Brom,Leeds,home_goals,West Brom to score,UNDER,2.5,0.0,True,76.7,30
2021,2020-12-29,West Brom,Leeds,away_goals,Leeds to score,OVER,0.5,5.0,True,86.7,30
2021,2020-12-29,West Brom,Leeds,home_corners,West Brom corners,UNDER,8.5,3.0,True,80.0,30
2021,2020-12-29,West Brom,Leeds,away_corners,Leeds corners,OVER,4.5,10.0,True,80.0,30
2021,2020-12-29,West Brom,Leeds,home_sot,West Brom shots on target,UNDER,6.5,1.0,True,83.3,30
2021,2020-12-29,West Brom,Leeds,match_cards,Total match cards,UNDER,4.5,1.0,True,83.3,30
2021,2020-12-29,Southampton,West Ham,home_goals,Southampton to score,OVER,0.5,0.0,False,76.7,30
2021,2020-12-29,Southampton,West Ham,home_corners,Southampton corners,UNDER,6.5,4.0,True,76.7,30
2021,2020-12-29,Southampton,West Ham,away_corners,West Ham corners,UNDER,7.5,3.0,True,83.3,30
2021,2020-12-29,Southampton,West Ham,home_sot,Southampton shots on target,OVER,2.5,3.0,True,76.7,30
2021,2020-12-29,Southampton,West Ham,away_sot,West Ham shots on target,UNDER,6.5,3.0,True,83.3,30
2021,2020-12-29,Southampton,West Ham,match_cards,Total match cards,UNDER,4.5,4.0,True,86.7,30
2021,2020-12-29,Brighton,Arsenal,home_goals,Brighton to score,UNDER,2.5,0.0,True,90.0,30
2021,2020-12-29,Brighton,Arsenal,away_goals,Arsenal to score,UNDER,2.5,1.0,True,80.0,30
2021,2020-12-29,Brighton,Arsenal,home_corners,Brighton corners,OVER,3.5,5.0,True,83.3,30
2021,2020-12-29,Brighton,Arsenal,away_corners,Arsenal corners,UNDER,7.5,4.0,True,80.0,30
2021,2020-12-29,Brighton,Arsenal,home_sot,Brighton shots on target,UNDER,4.5,2.0,True,76.7,30
2021,2020-12-29,Brighton,Arsenal,away_sot,Arsenal shots on target,UNDER,4.5,3.0,True,76.7,30
2021,2020-12-29,Brighton,Arsenal,match_cards,Total match cards,UNDER,5.5,2.0,True,76.7,30
2021,2020-12-30,Newcastle,Liverpool,home_goals,Newcastle to score,UNDER,2.5,0.0,True,89.8,29
2021,2020-12-30,Newcastle,Liverpool,away_goals,Liverpool to score,OVER,0.5,0.0,False,92.8,29
2021,2020-12-30,Newcastle,Liverpool,home_corners,Newcastle corners,UNDER,4.5,5.0,False,75.7,29
2021,2020-12-30,Newcastle,Liverpool,away_corners,Liverpool corners,OVER,3.5,12.0,True,79.3,29
2021,2020-12-30,Newcastle,Liverpool,home_sot,Newcastle shots on target,UNDER,4.5,2.0,True,75.7,29
2021,2020-12-30,Newcastle,Liverpool,match_cards,Total match cards,UNDER,4.5,5.0,False,82.3,29
2021,2021-01-01,Everton,West Ham,home_goals,Everton to score,OVER,0.5,0.0,False,77.8,31
2021,2021-01-01,Everton,West Ham,away_goals,West Ham to score,UNDER,2.5,1.0,True,87.2,31
2021,2021-01-01,Everton,West Ham,home_corners,Everton corners,UNDER,6.5,5.0,True,84.2,31
2021,2021-01-01,Everton,West Ham,away_corners,West Ham corners,UNDER,6.5,4.0,True,80.6,31
2021,2021-01-01,Everton,West Ham,home_sot,Everton shots on target,OVER,2.5,2.0,False,77.5,31
2021,2021-01-01,Everton,West Ham,away_sot,West Ham shots on target,UNDER,6.5,5.0,True,84.0,31
2021,2021-01-01,Everton,West Ham,match_cards,Total match cards,UNDER,4.5,2.0,True,76.9,31
2021,2021-01-01,Man United,Aston Villa,away_goals,Aston Villa to score,OVER,0.5,1.0,True,79.5,29
2021,2021-01-01,Man United,Aston Villa,home_corners,Man United corners,UNDER,7.5,5.0,True,79.8,29
2021,2021-01-01,Man United,Aston Villa,away_corners,Aston Villa corners,OVER,2.5,10.0,True,86.5,29
2021,2021-01-01,Man United,Aston Villa,home_sot,Man United shots on target,OVER,2.5,9.0,True,75.7,29
2021,2021-01-01,Man United,Aston Villa,away_sot,Aston Villa shots on target,OVER,1.5,5.0,True,93.3,29
2021,2021-01-01,Man United,Aston Villa,match_cards,Total match cards,OVER,1.5,4.0,True,86.5,29
2021,2021-01-02,Tottenham,Leeds,away_goals,Leeds to score,OVER,0.5,0.0,False,77.1,31
2021,2021-01-02,Tottenham,Leeds,home_corners,Tottenham corners,UNDER,6.5,3.0,True,77.8,31
2021,2021-01-02,Tottenham,Leeds,away_corners,Leeds corners,OVER,3.5,5.0,True,77.1,31
2021,2021-01-02,Tottenham,Leeds,home_sot,Tottenham shots on target,OVER,2.5,7.0,True,80.6,31
2021,2021-01-02,Tottenham,Leeds,away_sot,Leeds shots on target,OVER,2.5,5.0,True,80.2,31
2021,2021-01-02,Tottenham,Leeds,match_cards,Total match cards,UNDER,4.5,4.0,True,83.3,31
2021,2021-01-02,Crystal Palace,Sheffield United,home_goals,Crystal Palace to score,OVER,0.5,2.0,True,81.2,32
2021,2021-01-02,Crystal Palace,Sheffield United,away_goals,Sheffield United to score,UNDER,1.5,0.0,True,78.2,32
2021,2021-01-02,Crystal Palace,Sheffield United,home_corners,Crystal Palace corners,OVER,2.5,3.0,True,90.7,32
2021,2021-01-02,Crystal Palace,Sheffield United,away_corners,Sheffield United corners,UNDER,6.5,6.0,True,78.1,32
2021,2021-01-02,Crystal Palace,Sheffield United,home_sot,Crystal Palace shots on target,OVER,2.5,4.0,True,78.2,32
2021,2021-01-02,Crystal Palace,Sheffield United,away_sot,Sheffield United shots on target,UNDER,5.5,2.0,True,78.2,32
2021,2021-01-02,Crystal Palace,Sheffield United,match_cards,Total match cards,OVER,1.5,4.0,True,81.2,32
2021,2021-01-02,Brighton,Wolves,home_goals,Brighton to score,UNDER,2.5,3.0,False,87.5,32
2021,2021-01-02,Brighton,Wolves,away_goals,Wolves to score,UNDER,2.5,3.0,False,87.5,32
2021,2021-01-02,Brighton,Wolves,home_corners,Brighton corners,UNDER,6.5,5.0,True,75.0,32
2021,2021-01-02,Brighton,Wolves,away_corners,Wolves corners,UNDER,6.5,8.0,False,78.1,32
2021,2021-01-02,Brighton,Wolves,home_sot,Brighton shots on target,UNDER,4.5,4.0,True,81.2,32
2021,2021-01-02,Brighton,Wolves,away_sot,Wolves shots on target,UNDER,5.5,4.0,True,84.3,32
2021,2021-01-02,Brighton,Wolves,match_cards,Total match cards,UNDER,4.5,3.0,True,75.0,32
2021,2021-01-02,West Brom,Arsenal,home_goals,West Brom to score,UNDER,1.5,0.0,True,78.2,32
2021,2021-01-02,West Brom,Arsenal,away_goals,Arsenal to score,OVER,0.5,4.0,True,75.0,32
2021,2021-01-02,West Brom,Arsenal,home_corners,West Brom corners,UNDER,6.5,3.0,True,78.1,32
2021,2021-01-02,West Brom,Arsenal,away_corners,Arsenal corners,OVER,2.5,5.0,True,90.7,32
2021,2021-01-02,West Brom,Arsenal,home_sot,West Brom shots on target,UNDER,4.5,3.0,True,81.2,32
2021,2021-01-02,West Brom,Arsenal,away_sot,Arsenal shots on target,OVER,2.5,12.0,True,78.2,32
2021,2021-01-02,West Brom,Arsenal,match_cards,Total match cards,UNDER,5.5,3.0,True,90.6,32
2021,2021-01-03,Newcastle,Leicester,home_goals,Newcastle to score,UNDER,2.5,1.0,True,90.4,31
2021,2021-01-03,Newcastle,Leicester,away_goals,Leicester to score,OVER,0.5,2.0,True,77.5,31
2021,2021-01-03,Newcastle,Leicester,home_corners,Newcastle corners,UNDER,6.5,3.0,True,77.5,31
2021,2021-01-03,Newcastle,Leicester,away_corners,Leicester corners,OVER,2.5,6.0,True,90.2,31
2021,2021-01-03,Newcastle,Leicester,home_sot,Newcastle shots on target,UNDER,5.5,2.0,True,84.0,31
2021,2021-01-03,Newcastle,Leicester,away_sot,Leicester shots on target,OVER,2.5,3.0,True,87.5,31
2021,2021-01-03,Newcastle,Leicester,match_cards,Total match cards,OVER,1.5,2.0,True,93.5,31
2021,2021-01-03,Chelsea,Man City,home_goals,Chelsea to score,UNDER,3.5,1.0,True,90.2,30
2021,2021-01-03,Chelsea,Man City,away_goals,Man City to score,UNDER,2.5,3.0,False,83.5,30
2021,2021-01-03,Chelsea,Man City,home_corners,Chelsea corners,UNDER,6.5,5.0,True,80.8,30
2021,2021-01-03,Chelsea,Man City,away_corners,Man City corners,OVER,3.5,3.0,False,76.8,30
2021,2021-01-03,Chelsea,Man City,home_sot,Chelsea shots on target,UNDER,6.5,2.0,True,77.2,30
2021,2021-01-03,Chelsea,Man City,away_sot,Man City shots on target,UNDER,6.5,6.0,True,82.6,30
2021,2021-01-03,Chelsea,Man City,match_cards,Total match cards,UNDER,4.5,4.0,True,86.6,30
2021,2021-01-04,Southampton,Liverpool,away_goals,Liverpool to score,OVER,0.5,0.0,False,75.0,32
2021,2021-01-04,Southampton,Liverpool,home_corners,Southampton corners,UNDER,5.5,1.0,True,81.2,32
2021,2021-01-04,Southampton,Liverpool,away_corners,Liverpool corners,OVER,3.5,10.0,True,75.0,32
2021,2021-01-04,Southampton,Liverpool,home_sot,Southampton shots on target,UNDER,5.5,3.0,True,78.2,32
2021,2021-01-04,Southampton,Liverpool,away_sot,Liverpool shots on target,OVER,2.5,1.0,False,75.0,32
2021,2021-01-04,Southampton,Liverpool,match_cards,Total match cards,UNDER,4.5,4.0,True,84.3,32
2021,2021-01-12,Wolves,Everton,home_goals,Wolves to score,UNDER,2.5,1.0,True,93.9,33
2021,2021-01-12,Wolves,Everton,away_goals,Everton to score,OVER,0.5,2.0,True,78.8,33
2021,2021-01-12,Wolves,Everton,home_corners,Wolves corners,UNDER,6.5,6.0,True,75.9,33
2021,2021-01-12,Wolves,Everton,away_corners,Everton corners,UNDER,6.5,5.0,True,85.2,33
2021,2021-01-12,Wolves,Everton,home_sot,Wolves shots on target,UNDER,5.5,3.0,True,78.7,33
2021,2021-01-12,Wolves,Everton,away_sot,Everton shots on target,UNDER,6.5,3.0,True,84.7,33
2021,2021-01-12,Wolves,Everton,match_cards,Total match cards,UNDER,5.5,4.0,True,81.6,33
2021,2021-01-12,Sheffield United,Newcastle,home_goals,Sheffield United to score,UNDER,1.5,1.0,True,75.2,33
2021,2021-01-12,Sheffield United,Newcastle,away_goals,Newcastle to score,OVER,0.5,0.0,False,84.4,33
2021,2021-01-12,Sheffield United,Newcastle,home_corners,Sheffield United corners,OVER,3.5,5.0,True,75.9,33
2021,2021-01-12,Sheffield United,Newcastle,away_corners,Newcastle corners,UNDER,7.5,2.0,True,88.2,33
2021,2021-01-12,Sheffield United,Newcastle,home_sot,Sheffield United shots on target,UNDER,5.5,4.0,True,75.3,33
2021,2021-01-12,Sheffield United,Newcastle,away_sot,Newcastle shots on target,UNDER,6.5,3.0,True,82.0,33
2021,2021-01-12,Sheffield United,Newcastle,match_cards,Total match cards,OVER,1.5,6.0,True,85.2,33
2021,2021-01-12,Burnley,Man United,home_goals,Burnley to score,UNDER,2.5,0.0,True,93.8,31
2021,2021-01-12,Burnley,Man United,home_corners,Burnley corners,UNDER,6.5,3.0,True,80.6,31
2021,2021-01-12,Burnley,Man United,away_corners,Man United corners,OVER,2.5,4.0,True,81.0,31
2021,2021-01-12,Burnley,Man United,home_sot,Burnley shots on target,UNDER,5.5,0.0,True,87.2,31
2021,2021-01-12,Burnley,Man United,match_cards,Total match cards,UNDER,4.5,3.0,True,84.2,31
2021,2021-01-13,Man City,Brighton,home_goals,Man City to score,OVER,0.5,1.0,True,84.6,32
2021,2021-01-13,Man City,Brighton,away_goals,Brighton to score,UNDER,1.5,0.0,True,75.7,32
2021,2021-01-13,Man City,Brighton,home_corners,Man City corners,UNDER,8.5,8.0,True,77.5,32
2021,2021-01-13,Man City,Brighton,away_corners,Brighton corners,UNDER,5.5,4.0,True,75.3,32
2021,2021-01-13,Man City,Brighton,home_sot,Man City shots on target,UNDER,6.5,6.0,True,86.7,32
2021,2021-01-13,Man City,Brighton,away_sot,Brighton shots on target,UNDER,4.5,1.0,True,84.6,32
2021,2021-01-13,Man City,Brighton,match_cards,Total match cards,UNDER,4.5,2.0,True,81.6,32
2021,2021-01-13,Tottenham,Fulham,home_goals,Tottenham to score,OVER,0.5,1.0,True,80.6,31
2021,2021-01-13,Tottenham,Fulham,away_goals,Fulham to score,UNDER,2.5,1.0,True,93.5,31
2021,2021-01-13,Tottenham,Fulham,home_corners,Tottenham corners,UNDER,6.5,6.0,True,80.4,31
2021,2021-01-13,Tottenham,Fulham,away_corners,Fulham corners,UNDER,6.5,5.0,True,77.9,31
2021,2021-01-13,Tottenham,Fulham,home_sot,Tottenham shots on target,OVER,2.5,6.0,True,84.0,31
2021,2021-01-13,Tottenham,Fulham,away_sot,Fulham shots on target,UNDER,5.5,4.0,True,77.2,31
2021,2021-01-13,Tottenham,Fulham,match_cards,Total match cards,OVER,1.5,3.0,True,87.1,31
2021,2021-01-14,Arsenal,Crystal Palace,home_goals,Arsenal to score,OVER,0.5,0.0,False,76.5,34
2021,2021-01-14,Arsenal,Crystal Palace,away_goals,Crystal Palace to score,UNDER,2.5,0.0,True,85.3,34
2021,2021-01-14,Arsenal,Crystal Palace,home_corners,Arsenal corners,OVER,2.5,7.0,True,94.1,34
2021,2021-01-14,Arsenal,Crystal Palace,away_corners,Crystal Palace corners,UNDER,6.5,3.0,True,76.5,34
2021,2021-01-14,Arsenal,Crystal Palace,home_sot,Arsenal shots on target,OVER,2.5,4.0,True,76.5,34
2021,2021-01-14,Arsenal,Crystal Palace,away_sot,Crystal Palace shots on target,UNDER,5.5,2.0,True,82.3,34
2021,2021-01-14,Arsenal,Crystal Palace,match_cards,Total match cards,UNDER,4.5,2.0,True,76.5,34
2021,2021-01-16,Leicester,Southampton,home_corners,Leicester corners,OVER,2.5,2.0,False,88.2,34
2021,2021-01-16,Leicester,Southampton,away_corners,Southampton corners,UNDER,6.5,5.0,True,79.5,34
2021,2021-01-16,Leicester,Southampton,home_sot,Leicester shots on target,UNDER,6.5,5.0,True,85.3,34
2021,2021-01-16,Leicester,Southampton,away_sot,Southampton shots on target,UNDER,6.5,3.0,True,88.2,34
2021,2021-01-16,Leicester,Southampton,match_cards,Total match cards,OVER,1.5,4.0,True,88.2,34
2021,2021-01-16,West Ham,Burnley,home_goals,West Ham to score,UNDER,2.5,1.0,True,78.7,33
2021,2021-01-16,West Ham,Burnley,away_goals,Burnley to score,UNDER,2.5,0.0,True,91.2,33
2021,2021-01-16,West Ham,Burnley,home_corners,West Ham corners,OVER,3.5,7.0,True,79.0,33
2021,2021-01-16,West Ham,Burnley,away_corners,Burnley corners,UNDER,5.5,4.0,True,75.9,33
2021,2021-01-16,West Ham,Burnley,home_sot,West Ham shots on target,OVER,2.5,4.0,True,85.2,33
2021,2021-01-16,West Ham,Burnley,away_sot,Burnley shots on target,UNDER,5.5,2.0,True,79.2,33
2021,2021-01-16,West Ham,Burnley,match_cards,Total match cards,UNDER,3.5,3.0,True,75.9,33
2021,2021-01-16,Fulham,Chelsea,home_goals,Fulham to score,UNDER,2.5,0.0,True,85.2,33
2021,2021-01-16,Fulham,Chelsea,away_goals,Chelsea to score,OVER,0.5,1.0,True,78.8,33
2021,2021-01-16,Fulham,Chelsea,home_corners,Fulham corners,UNDER,6.5,1.0,True,82.2,33
2021,2021-01-16,Fulham,Chelsea,away_corners,Chelsea corners,OVER,2.5,12.0,True,87.7,33
2021,2021-01-16,Fulham,Chelsea,home_sot,Fulham shots on target,UNDER,5.5,3.0,True,75.8,33
2021,2021-01-16,Fulham,Chelsea,match_cards,Total match cards,OVER,1.5,6.0,True,82.0,33
2021,2021-01-16,Wolves,West Brom,home_goals,Wolves to score,OVER,0.5,2.0,True,80.2,35
2021,2021-01-16,Wolves,West Brom,away_goals,West Brom to score,UNDER,1.5,3.0,False,77.5,35
2021,2021-01-16,Wolves,West Brom,home_corners,Wolves corners,OVER,3.5,11.0,True,83.2,35
2021,2021-01-16,Wolves,West Brom,away_corners,West Brom corners,UNDER,6.5,0.0,True,80.1,35
2021,2021-01-16,Wolves,West Brom,home_sot,Wolves shots on target,OVER,2.5,6.0,True,88.7,35
2021,2021-01-16,Wolves,West Brom,away_sot,West Brom shots on target,UNDER,4.5,5.0,False,85.8,35
2021,2021-01-16,Wolves,West Brom,match_cards,Total match cards,UNDER,5.5,3.0,True,94.5,35
2021,2021-01-16,Leeds,Brighton,home_goals,Leeds to score,OVER,0.5,0.0,False,82.8,35
2021,2021-01-16,Leeds,Brighton,home_corners,Leeds corners,UNDER,7.5,5.0,True,77.2,35
2021,2021-01-16,Leeds,Brighton,away_corners,Brighton corners,OVER,2.5,2.0,False,97.2,35
2021,2021-01-16,Leeds,Brighton,home_sot,Leeds shots on target,OVER,2.5,2.0,False,85.9,35
2021,2021-01-16,Leeds,Brighton,away_sot,Brighton shots on target,OVER,2.5,2.0,False,82.8,35
2021,2021-01-16,Leeds,Brighton,match_cards,Total match cards,UNDER,4.5,2.0,True,88.9,35
2021,2021-01-17,Man City,Crystal Palace,home_goals,Man City to score,OVER,0.5,4.0,True,85.4,34
2021,2021-01-17,Man City,Crystal Palace,away_goals,Crystal Palace to score,UNDER,1.5,0.0,True,79.8,34
2021,2021-01-17,Man City,Crystal Palace,home_corners,Man City corners,OVER,3.5,11.0,True,82.0,34
2021,2021-01-17,Man City,Crystal Palace,away_corners,Crystal Palace corners,UNDER,6.5,1.0,True,85.8,34
2021,2021-01-17,Man City,Crystal Palace,home_sot,Man City shots on target,OVER,2.5,6.0,True,85.1,34
2021,2021-01-17,Man City,Crystal Palace,away_sot,Crystal Palace shots on target,UNDER,5.5,0.0,True,82.7,34
2021,2021-01-17,Man City,Crystal Palace,match_cards,Total match cards,UNDER,4.5,0.0,True,85.4,34
2021,2021-01-17,Sheffield United,Tottenham,home_goals,Sheffield United to score,UNDER,1.5,1.0,True,85.5,35
2021,2021-01-17,Sheffield United,Tottenham,away_goals,Tottenham to score,OVER,0.5,3.0,True,88.4,35
2021,2021-01-17,Sheffield United,Tottenham,home_corners,Sheffield United corners,UNDER,7.5,5.0,True,82.7,35
2021,2021-01-17,Sheffield United,Tottenham,away_corners,Tottenham corners,UNDER,6.5,7.0,False,77.5,35
2021,2021-01-17,Sheffield United,Tottenham,home_sot,Sheffield United shots on target,UNDER,5.5,5.0,True,85.7,35
2021,2021-01-17,Sheffield United,Tottenham,away_sot,Tottenham shots on target,OVER,2.5,5.0,True,88.4,35
2021,2021-01-17,Sheffield United,Tottenham,match_cards,Total match cards,UNDER,5.5,4.0,True,85.8,35
2021,2021-01-17,Liverpool,Man United,home_goals,Liverpool to score,OVER,0.5,0.0,False,79.4,34
2021,2021-01-17,Liverpool,Man United,away_goals,Man United to score,OVER,0.5,0.0,False,76.5,34
2021,2021-01-17,Liverpool,Man United,home_corners,Liverpool corners,OVER,2.5,7.0,True,85.3,34
2021,2021-01-17,Liverpool,Man United,away_corners,Man United corners,UNDER,6.5,3.0,True,82.3,34
2021,2021-01-17,Liverpool,Man United,home_sot,Liverpool shots on target,OVER,1.5,3.0,True,88.2,34
2021,2021-01-17,Liverpool,Man United,away_sot,Man United shots on target,OVER,2.5,4.0,True,79.5,34
2021,2021-01-17,Liverpool,Man United,match_cards,Total match cards,UNDER,4.5,3.0,True,82.3,34
2021,2021-01-18,Arsenal,Newcastle,home_goals,Arsenal to score,UNDER,2.5,3.0,False,82.8,35
2021,2021-01-18,Arsenal,Newcastle,away_goals,Newcastle to score,UNDER,2.5,0.0,True,91.5,35
2021,2021-01-18,Arsenal,Newcastle,home_corners,Arsenal corners,OVER,2.5,7.0,True,88.6,35
2021,2021-01-18,Arsenal,Newcastle,away_corners,Newcastle corners,UNDER,6.5,2.0,True,80.1,35
2021,2021-01-18,Arsenal,Newcastle,home_sot,Arsenal shots on target,OVER,2.5,6.0,True,83.3,35
2021,2021-01-18,Arsenal,Newcastle,away_sot,Newcastle shots on target,UNDER,4.5,1.0,True,77.2,35
2021,2021-01-18,Arsenal,Newcastle,match_cards,Total match cards,OVER,1.5,0.0,False,88.7,35
2021,2021-01-19,West Ham,West Brom,home_goals,West Ham to score,OVER,0.5,2.0,True,86.1,36
2021,2021-01-19,West Ham,West Brom,away_goals,West Brom to score,UNDER,2.5,1.0,True,86.1,36
2021,2021-01-19,West Ham,West Brom,home_corners,West Ham corners,OVER,3.5,3.0,False,83.3,36
2021,2021-01-19,West Ham,West Brom,away_corners,West Brom corners,UNDER,5.5,1.0,True,77.8,36
2021,2021-01-19,West Ham,West Brom,home_sot,West Ham shots on target,OVER,2.5,6.0,True,86.1,36
2021,2021-01-19,West Ham,West Brom,away_sot,West Brom shots on target,UNDER,5.5,2.0,True,77.8,36
2021,2021-01-19,West Ham,West Brom,match_cards,Total match cards,UNDER,4.5,1.0,True,83.3,36
2021,2021-01-19,Leicester,Chelsea,home_corners,Leicester corners,UNDER,6.5,6.0,True,80.6,36
2021,2021-01-19,Leicester,Chelsea,away_corners,Chelsea corners,OVER,3.5,3.0,False,75.0,36
2021,2021-01-19,Leicester,Chelsea,home_sot,Leicester shots on target,UNDER,5.5,6.0,False,75.0,36
2021,2021-01-19,Leicester,Chelsea,away_sot,Chelsea shots on target,OVER,2.5,5.0,True,80.6,36
2021,2021-01-19,Leicester,Chelsea,match_cards,Total match cards,OVER,1.5,4.0,True,86.1,36
2021,2021-01-20,Man City,Aston Villa,home_goals,Man City to score,UNDER,2.5,2.0,True,81.6,32
2021,2021-01-20,Man City,Aston Villa,away_goals,Aston Villa to score,UNDER,2.5,0.0,True,77.0,32
2021,2021-01-20,Man City,Aston Villa,home_corners,Man City corners,UNDER,7.5,16.0,False,76.0,32
2021,2021-01-20,Man City,Aston Villa,away_corners,Aston Villa corners,UNDER,7.5,2.0,True,76.7,32
2021,2021-01-20,Man City,Aston Villa,home_sot,Man City shots on target,OVER,2.5,9.0,True,77.8,32
2021,2021-01-20,Man City,Aston Villa,away_sot,Aston Villa shots on target,UNDER,6.5,4.0,True,77.5,32
2021,2021-01-20,Man City,Aston Villa,match_cards,Total match cards,UNDER,4.5,2.0,True,77.5,32
2021,2021-01-20,Fulham,Man United,home_goals,Fulham to score,UNDER,2.5,1.0,True,91.5,35
2021,2021-01-20,Fulham,Man United,away_goals,Man United to score,OVER,0.5,2.0,True,80.1,35
2021,2021-01-20,Fulham,Man United,home_corners,Fulham corners,UNDER,6.5,2.0,True,85.9,35
2021,2021-01-20,Fulham,Man United,away_corners,Man United corners,UNDER,8.5,8.0,True,80.1,35
2021,2021-01-20,Fulham,Man United,home_sot,Fulham shots on target,UNDER,5.5,5.0,True,79.9,35
2021,2021-01-20,Fulham,Man United,away_sot,Man United shots on target,OVER,3.5,5.0,True,77.3,35
2021,2021-01-20,Fulham,Man United,match_cards,Total match cards,OVER,1.5,4.0,True,85.8,35
2021,2021-01-21,Liverpool,Burnley,away_goals,Burnley to score,UNDER,1.5,1.0,True,85.8,35
2021,2021-01-21,Liverpool,Burnley,home_corners,Liverpool corners,OVER,3.5,12.0,True,85.8,35
2021,2021-01-21,Liverpool,Burnley,away_corners,Burnley corners,UNDER,4.5,0.0,True,80.1,35
2021,2021-01-21,Liverpool,Burnley,away_sot,Burnley shots on target,UNDER,4.5,4.0,True,85.8,35
2021,2021-01-21,Liverpool,Burnley,match_cards,Total match cards,UNDER,4.5,3.0,True,91.5,35
2021,2021-01-23,Aston Villa,Newcastle,home_goals,Aston Villa to score,OVER,0.5,2.0,True,82.2,34
2021,2021-01-23,Aston Villa,Newcastle,away_goals,Newcastle to score,UNDER,2.5,0.0,True,91.0,34
2021,2021-01-23,Aston Villa,Newcastle,home_corners,Aston Villa corners,OVER,3.5,5.0,True,82.2,34
2021,2021-01-23,Aston Villa,Newcastle,away_corners,Newcastle corners,UNDER,5.5,4.0,True,82.2,34
2021,2021-01-23,Aston Villa,Newcastle,away_sot,Newcastle shots on target,UNDER,5.5,1.0,True,75.7,34
2021,2021-01-23,Aston Villa,Newcastle,match_cards,Total match cards,OVER,1.5,3.0,True,91.3,34
2021,2021-01-26,Newcastle,Leeds,home_goals,Newcastle to score,UNDER,2.5,1.0,True,77.9,37
2021,2021-01-26,Newcastle,Leeds,away_goals,Leeds to score,OVER,0.5,2.0,True,81.0,37
2021,2021-01-26,Newcastle,Leeds,home_corners,Newcastle corners,UNDER,6.5,9.0,False,78.2,37
2021,2021-01-26,Newcastle,Leeds,away_corners,Leeds corners,OVER,3.5,5.0,True,86.6,37
2021,2021-01-26,Newcastle,Leeds,home_sot,Newcastle shots on target,UNDER,6.5,5.0,True,78.1,37
2021,2021-01-26,Newcastle,Leeds,match_cards,Total match cards,UNDER,4.5,4.0,True,84.2,37
2021,2021-01-26,Southampton,Arsenal,home_goals,Southampton to score,UNDER,2.5,1.0,True,86.4,37
2021,2021-01-26,Southampton,Arsenal,away_goals,Arsenal to score,UNDER,2.5,3.0,False,78.3,37
2021,2021-01-26,Southampton,Arsenal,home_corners,Southampton corners,UNDER,6.5,4.0,True,81.1,37
2021,2021-01-26,Southampton,Arsenal,away_corners,Arsenal corners,OVER,2.5,5.0,True,83.7,37
2021,2021-01-26,Southampton,Arsenal,home_sot,Southampton shots on target,UNDER,5.5,5.0,True,78.1,37
2021,2021-01-26,Southampton,Arsenal,away_sot,Arsenal shots on target,UNDER,5.5,5.0,True,75.8,37
2021,2021-01-26,Southampton,Arsenal,match_cards,Total match cards,UNDER,4.5,3.0,True,78.5,37
2021,2021-01-26,Crystal Palace,West Ham,home_goals,Crystal Palace to score,UNDER,2.5,2.0,True,84.2,38
2021,2021-01-26,Crystal Palace,West Ham,away_goals,West Ham to score,OVER,0.5,3.0,True,84.2,38
2021,2021-01-26,Crystal Palace,West Ham,home_corners,Crystal Palace corners,UNDER,6.5,3.0,True,78.9,38
2021,2021-01-26,Crystal Palace,West Ham,away_corners,West Ham corners,UNDER,7.5,4.0,True,86.8,38
2021,2021-01-26,Crystal Palace,West Ham,home_sot,Crystal Palace shots on target,UNDER,6.5,3.0,True,89.5,38
2021,2021-01-26,Crystal Palace,West Ham,away_sot,West Ham shots on target,OVER,2.5,7.0,True,84.2,38
2021,2021-01-26,Crystal Palace,West Ham,match_cards,Total match cards,UNDER,4.5,0.0,True,89.5,38
2021,2021-01-26,West Brom,Man City,home_goals,West Brom to score,UNDER,1.5,0.0,True,86.6,37
2021,2021-01-26,West Brom,Man City,away_goals,Man City to score,OVER,0.5,5.0,True,89.2,37
2021,2021-01-26,West Brom,Man City,home_corners,West Brom corners,UNDER,4.5,3.0,True,81.0,37
2021,2021-01-26,West Brom,Man City,home_sot,West Brom shots on target,UNDER,3.5,1.0,True,78.5,37
2021,2021-01-26,West Brom,Man City,match_cards,Total match cards,UNDER,4.5,2.0,True,81.3,37
2021,2021-01-27,Chelsea,Wolves,home_goals,Chelsea to score,OVER,0.5,0.0,False,76.3,38
2021,2021-01-27,Chelsea,Wolves,away_goals,Wolves to score,UNDER,2.5,0.0,True,86.8,38
2021,2021-01-27,Chelsea,Wolves,home_corners,Chelsea corners,OVER,2.5,13.0,True,81.6,38
2021,2021-01-27,Chelsea,Wolves,away_corners,Wolves corners,UNDER,7.5,1.0,True,86.8,38
2021,2021-01-27,Chelsea,Wolves,home_sot,Chelsea shots on target,UNDER,6.5,5.0,True,81.6,38
2021,2021-01-27,Chelsea,Wolves,away_sot,Wolves shots on target,UNDER,5.5,0.0,True,76.3,38
